"GSM2462948","GSM2462949","GSM2462950","GSM2462951","GSM2462952","GSM2462953","GSM2462954","GSM2462955","GSM2462956","GSM2462957","GSM2462958","GSM2462959","GSM2462960","GSM2462961","GSM2462962","GSM2462963","GSM2462964","GSM2462965","GSM2462966","GSM2462967"
"1419260_a_at",324.596,455.296,406.622,357.729,574.879,432.984,582.448,340.342,605.83,425.739,487.547,657.002,570.848,595.248,593.51,370.353,404.507,343.3,431.199,533.865
"1419261_at",99.4373,120.163,111.176,91.7591,169.86,171.11,148.717,184.986,170.28,209.074,177.906,170.066,213.413,179.757,203.059,155.452,144.51,185.769,197.963,129.071
"1419262_at",320.241,366.611,294.635,261.44,445.379,385.812,416.461,371.044,489.424,584.694,510.138,480.237,628.909,463.79,544.19,401.698,387.373,429.402,473.818,395.502
"1419263_a_at",592.187,649.215,579.786,482.424,1003.61,699.882,691.072,824.382,849.387,911.562,813.176,724.762,849.921,707.472,868.605,728.238,760.981,696.503,690.027,620.425
"1419264_at",5.00557,3.94869,1.89916,9.10203,15.611,6.26343,15.2767,23.6308,18.1366,9.31935,19.723,13.2372,23.3158,7.22176,22.2942,8.59244,5.09249,2.03314,16.6065,15.9696
"1419265_at",10.7731,20.1479,26.1865,3.05337,21.2989,16.8132,30.9351,26.7872,35.2144,24.2608,21.1612,16.8935,40.6718,17.3167,33.1223,18.3,15.0985,7.94484,13.9435,20.2916
"1419266_at",181.027,273.974,205.789,124.81,248.38,208.18,196.687,211.929,237.001,271.832,259.889,220.543,313.111,248.278,309.285,196.465,176.474,161.164,184.431,190.568
"1419267_at",123.28,190.139,135.811,116.42,189.507,176.19,184.296,207.975,238.34,269.178,203.301,190.307,318.367,209.782,244.004,143.873,182.736,152.027,210.812,193.649
"1419268_at",4.52972,1.7928,0.835577,2.85441,0.347163,0.874322,1.61124,1.01782,1.37487,1.2111,1.16989,1.57591,0.219878,0.65011,0.559464,0.242322,3.4086,1.8046,1.39018,1.93056
"1419269_at",20.2401,31.7964,27.3216,20.2409,32.3543,28.9222,36.3034,36.5308,35.6468,32.5689,36.8018,27.462,46.4982,38.6074,20.222,25.6476,16.3004,19.0497,52.1521,25.745
"1419270_a_at",62.4459,108.107,81.757,60.2767,100.358,98.9718,103.622,106.461,135.832,161.636,110.634,115.47,109.936,119.645,158.084,114.411,79.8382,71.4399,120.645,113.35
"1419271_at",1.33957,4.77353,6.16076,1.4211,12.7348,1.80732,1.84253,12.2702,7.29701,11.4332,14.8252,11.0597,12.6571,15.743,6.69409,1.44609,1.07172,1.09616,10.3582,10.702
"1419272_at",284.123,283.665,236.092,224.679,461.704,262.004,444.093,370.569,467.384,464.457,418.508,395.622,449.354,462.418,459.826,370.451,300.24,290.212,371.311,402.78
"1419273_at",456.43,553.335,384.641,357.046,492.038,528.993,599.654,592.065,626.015,646.799,658.04,597.469,665.93,614.165,671.739,489.815,381.479,422.252,551.141,494.158
"1419274_at",81.4622,97.1433,77.6239,67.7979,112.472,121.152,124.613,136.012,146.244,155.906,155.523,140.885,182.601,154.673,159.53,69.5146,86.8074,84.4101,114.383,110.365
"1419275_at",182.903,311.311,224.225,181.991,275.375,244.716,334.67,327.772,291.828,334.564,281.267,260.125,297.521,271.989,325.655,258.635,240.743,314.087,266.542,252.196
"1419276_at",112.179,191.754,142.092,139.721,176.498,205.281,230.244,221.646,305.701,269.057,278.168,258.592,339.927,247.026,292.03,185.265,186.214,206.879,208.719,209.347
"1419277_at",19.4873,14.7076,14.9075,12.0049,15.5012,31.4343,32.741,34.0437,41.481,42.6343,62.9756,36.3461,36.7712,35.388,50.407,17.992,17.4321,22.9016,23.0173,17.5352
"1419278_at",294.143,352.35,273.027,231.847,413.299,294.76,314.538,283.072,338.809,327.217,423.232,336.195,422.196,368.572,424.913,326.292,287.287,276.045,278.096,337.829
"1419279_at",26.07,29.6481,30.3344,37.6589,39.0107,59.1556,83.9472,69.8923,76.1965,77.6463,85.2394,110.667,68.3127,117.602,103.876,66.4336,55.5648,50.5848,57.3448,111.652
"1419280_at",7.28701,1.65688,0.441063,0.233055,1.31269,16.5648,14.2845,2.97368,3.07504,16.8487,4.0792,4.43022,9.08166,3.62411,17.2236,10.7894,0.369899,4.33694,0.6603,13.1007
"1419281_a_at",395.677,578.455,596.419,258.706,501.121,337.108,432.719,421.121,453.51,640.788,546.843,454.911,418.566,409.891,408.714,393.607,383.543,352.952,324.421,471.349
"1419282_at",0.981366,0.794954,0.245344,4.59334,1.20979,8.12151,23.8093,6.10612,10.665,9.04401,2.05486,7.34524,3.72056,6.8303,7.65651,1.88954,5.24853,9.27053,0.38769,1.82041
"1419283_s_at",199.11,249.436,198.139,140.744,322.045,179.282,203.053,176.655,288.365,306.735,224.537,278.593,237.28,265.753,312.669,168.524,155.532,152.971,200.18,225.177
"1419284_at",1.48319,1.78522,2.70229,2.58387,0.899408,0.491717,1.24273,4.98872,10.2727,5.87475,0.98213,2.24148,4.88676,4.64941,5.22881,3.17241,0.473194,0.519634,7.9737,7.73822
"1419285_s_at",22.2737,35.7456,45.6734,33.8073,53.6796,47.7863,40.6461,36.9816,57.8991,57.7159,47.2937,45.8377,42.1161,49.8648,55.8134,41.6487,51.5713,23.9271,44.5497,37.1968
"1419286_s_at",32.2126,38.609,34.8189,28.5908,51.0605,50.5742,67.0906,41.8312,73.2453,65.0492,92.4777,63.3223,76.558,80.1843,67.8403,51.2736,53.6577,53.6756,64.52,65.8576
"1419287_at",582.346,852.048,746.277,612.783,760.219,876.47,834.605,668.366,963.446,980.301,856.974,793.386,806.906,1034.87,840.917,788.166,698.412,709.978,760.915,715.47
"1419288_at",15.661,16.1421,10.8624,27.5653,10.6782,19.0082,11.9889,23.2333,24.4143,27.8801,34.5526,31.6412,19.874,28.2678,26.91,19.2413,9.79668,27.0383,29.9956,17.1163
"1419289_a_at",1.89112,5.60631,2.96869,5.81613,16.6834,16.4472,31.4932,14.1328,14.9456,16.2118,26.4187,27.0688,40.8477,19.3124,24.5017,12.656,12.6667,5.76646,8.7658,24.4911
"1419290_at",47.4076,84.2525,73.7027,64.2771,91.5542,67.5972,63.7096,71.2335,99.1573,83.5237,86.0688,100.157,102.626,91.0712,94.7328,56.5915,71.9591,69.8934,62.047,84.1011
"1419291_x_at",1454.34,1815.13,1407.34,1304.9,2317.27,1415.12,1892.92,1682.29,1936.43,2137.32,1977.5,1871.1,2019.29,1897.72,2150.76,1787.59,1614.07,1590.7,1757.33,1725.87
"1419292_at",30.2102,46.511,18.7549,43.3745,86.639,25.0622,99.4424,50.5779,51.8511,61.5168,62.6516,121.995,56.6438,55.9038,89.6885,35.3569,46.1375,54.7633,100.857,112.935
"1419293_at",10.7069,4.01158,0.642875,12.0743,10.1535,5.56454,1.78381,12.47,10.41,3.64437,20.181,14.7288,3.66781,2.89487,16.5677,12.7922,2.56879,0.870684,11.0358,2.41276
"1419294_at",12.9071,16.5494,11.9274,8.34803,19.1526,14.9092,33.4385,15.3196,13.2855,22.1488,22.9939,13.0155,25.7164,26.1104,21.1147,21.7985,12.1535,7.84162,43.5979,20.4798
"1419295_at",8.08242,7.3892,25.5693,17.1613,18.0999,27.8994,36.9791,5.25719,23.7989,24.1951,30.0692,47.197,35.5834,41.4928,16.6816,33.0376,31.5947,2.11553,34.9674,32.775
"1419296_at",17.4569,41.8572,39.5986,28.5148,32.3803,37.5314,67.4437,48.1319,51.5026,71.9781,78.3371,60.3176,71.7339,79.1834,67.6079,67.3997,32.8928,32.4425,42.6757,40.5491
"1419297_at",5.06094,4.89783,13.9252,5.17643,3.44594,34.5719,52.596,30.3625,13.8658,10.5318,43.6357,40.6513,21.3628,30.8204,38.8136,24.1943,26.4507,15.2497,12.3081,30.8727
"1419298_at",288.464,368.984,281.231,272.922,405.387,335.182,391.558,368.152,471.085,447.616,425.501,375.935,434.021,391.965,514.066,270.791,294.159,366.084,316.816,305.729
"1419299_at",128.315,182.762,177.202,141.31,142.955,131.55,220.027,226.381,257.936,155.449,156.764,236.24,247.669,185.906,176.996,212.411,199.311,143.971,211.766,187.5
"1419300_at",30.8628,15.2967,49.2769,37.2501,71.9795,67.783,67.6667,70.0264,85.2182,69.1108,97.4124,51.2421,76.4569,36.4533,74.0127,63.5142,60.3798,59.154,36.3901,52.6617
"1419301_at",126.609,185.046,127.753,95.4316,88.9683,99.0136,86.6335,109.921,116.657,121.668,96.6993,94.6566,139.08,112.116,114.446,119.149,105.46,98.1189,120,144.403
"1419302_at",23.6796,25.1195,16.7503,17.0776,17.1637,34.2774,41.291,20.174,49.2937,33.9129,48.8591,51.8517,43.6612,47.2435,34.8255,26.4709,23.7163,36.9533,43.4893,30.1671
"1419303_at",9.31614,4.1019,6.72747,6.57238,2.37195,19.1348,8.25512,7.14783,17.7717,22.4252,22.2433,20.0731,19.4249,31.8978,20.276,11.4309,14.2065,10.5104,1.18086,16.9611
"1419304_at",0.805684,2.34842,8.15986,7.32996,8.85516,6.39076,4.10027,8.49295,2.40255,9.05749,11.8658,7.10812,14.5137,3.29728,12.2089,8.4428,0.391226,3.15933,1.41778,13.7915
"1419305_a_at",118.56,204.678,175.624,183.21,142.927,190.724,168.938,188.353,181.569,197.914,189.778,251.483,224.445,190.962,223.598,151.247,176.174,188.875,166.22,189.872
"1419306_at",0.27934,0.332032,8.61888,4.51239,0.890218,3.23592,0.935982,4.50954,0.471374,0.773219,0.813139,0.342008,0.375521,2.78852,1.07714,0.348866,1.7366,0.321131,0.544934,3.44388
"1419307_at",7.12275,12.145,1.92182,5.211,0.983296,16.3888,19.1649,6.51373,9.82745,12.6624,16.4851,20.5729,16.3395,12.4512,27.1735,18.5676,20.2049,12.218,14.9945,16.0703
"1419308_at",110.453,184.537,111.899,108.246,160.511,154.096,140.918,141.105,153.648,181.938,147.553,129.932,171.538,145.912,203.7,158.437,166.915,124.828,157.216,158.615
"1419309_at",7.03005,24.1677,7.214,14.8062,8.25194,13.6807,26.2449,15.3267,23.2364,24.7863,25.6704,53.747,23.2765,37.1815,36.954,16.8131,20.9428,19.1252,57.0375,43.592
"1419310_s_at",51.5522,61.7389,45.0696,58.0007,76.2811,94.923,75.1697,133.195,95.9023,101.025,89.647,76.611,123.106,74.4857,87.65,92.4304,91.8326,96.9873,123.132,45.8944
"1419311_at",26.5276,16.3352,15.5079,19.4639,4.68686,13.7548,23.5836,8.07362,27.774,11.5488,20.937,22.9203,19.4502,31.9248,18.2875,3.01553,12.4124,14.8789,14.063,2.03198
"1419312_at",14.3503,20.7542,11.5201,17.4432,19.572,10.5569,19.904,29.693,19.9871,23.2462,14.5322,38.5857,15.6983,34.2916,6.09035,10.9391,15.5478,16.4432,8.74484,14.7148
"1419313_at",30.327,55.4689,48.2602,50.3876,43.0717,43.7895,36.8465,40.2516,57.1756,49.9686,48.4961,48.1742,67.1214,59.3895,51.5582,46.8644,37.9232,44.7113,53.475,33.3937
"1419314_at",4.32288,0.775395,4.73726,0.558031,0.231614,0.35084,3.98495,1.8587,0.896157,2.17585,0.965719,13.2268,5.06805,4.65829,0.938695,0.338568,0.54619,4.5538,0.839465,3.35328
"1419315_at",11.3904,13.2442,14.9846,1.26797,16.397,49.0725,136.139,36.3946,94.1597,51.0131,54.7154,104.128,34.5199,96.6438,61.7051,62.3321,24.7907,33.8966,36.1516,98.294
"1419316_s_at",24.2878,26.8412,13.4573,12.2798,22.3609,14.3492,20.7904,9.91115,23.2111,14.2491,16.7595,25.0546,35.9498,26.2602,28.3994,22.5264,16.1279,12.2746,23.5297,18.4758
"1419317_x_at",5.42909,9.68894,9.41639,14.9608,9.25378,34.7758,9.31239,8.24665,10.7227,10.1421,12.612,13.2055,15.2213,10.5487,12.5101,7.39987,7.71034,6.73964,8.79561,7.24299
"1419318_at",2824.17,4415.09,3351.25,4363.58,4573.38,3542.25,3144.62,3019.37,4778.67,5002.97,3888.62,3114.65,4477.89,5232.86,4955.37,3526.37,3676.99,2687.83,4002.17,4061.53
"1419319_at",131.253,168.795,214.066,309.375,323.989,634.972,333.76,438.553,759.781,956.271,322.224,313.505,491.534,552.753,796.738,299.965,429.657,213.744,660.361,313.126
"1419320_at",0.789529,1.36407,15.4834,1.37186,1.60327,0.62908,0.635682,5.28984,2.76151,1.79183,0.86257,1.45199,2.35865,7.94059,3.27889,0.53757,1.94442,12.552,2.15054,2.26205
"1419321_at",689.973,1404.61,980.679,863.926,1235.72,910.261,810.034,1100.55,1091.09,1204.2,1150.55,1292.89,1504.12,979.342,1090.64,1072.62,996.46,969.108,1130.65,819.391
"1419322_at",176.516,224.198,157.143,143.066,271.096,194.259,227.598,191.18,246.926,235.047,212.36,177.314,202.014,163.1,202.954,141,164.711,130.8,179.286,183.799
"1419323_at",2.15041,25.385,11.0159,13.4706,16.2524,3.46601,15.8191,7.44484,14.1034,15.3017,3.02565,16.3009,17.875,12.3264,18.2466,4.57258,12.5128,11.5107,13.6489,11.4871
"1419324_at",4.44051,3.31869,1.60065,6.31764,12.4334,6.48565,5.22662,0.580058,4.02258,3.80818,9.9086,9.67753,9.8578,3.56552,9.42099,4.97449,0.50307,2.69934,12.1267,2.67401
"1419325_at",1.07309,0.751016,1.72601,0.369214,1.26665,1.0266,1.47836,1.20308,1.15373,0.589651,0.73997,2.04862,1.79768,1.48316,0.808095,0.504887,1.06718,1.2995,0.597452,0.723976
"1419326_at",7.04009,6.73429,5.17776,9.48298,10.4515,0.771003,7.15852,10.2819,12.1169,15.1033,10.589,4.86349,12.249,5.35876,8.24806,6.33719,17.0672,8.43815,10.3222,4.58256
"1419327_at",3.81693,15.904,3.12823,2.8997,2.18648,12.4444,0.830436,4.39478,11.8495,13.6683,5.26204,15.361,28.7289,2.27595,0.830591,13.2388,1.33277,9.18381,1.37641,2.95355
"1419328_at",17.7763,3.78759,10.3784,25.912,3.92245,16.8081,2.42864,4.09501,1.82765,4.57395,8.99788,4.84399,4.33814,16.3159,6.88295,2.32146,4.00916,2.57283,23.7748,4.28319
"1419329_at",128.661,227.694,233.387,245.09,249.905,98.6189,122.893,115.967,130.878,152.957,126,103.633,144.07,112.104,141.367,154.183,113.863,134.366,158.457,95.0706
"1419330_a_at",1.26214,5.20654,4.64678,3.92533,3.11322,11.9503,2.67463,4.40543,2.08988,3.87116,5.93367,5.71933,6.59873,5.30336,4.9285,5.58447,1.27534,2.15623,2.71022,1.34665
"1419331_at",0.862288,0.717476,0.320125,0.341504,1.88258,0.422017,0.432817,0.574243,1.07148,1.63587,1.04558,1.04889,1.00902,0.789215,1.1672,0.376016,0.742482,0.376211,2.19941,0.826665
"1419332_at",0.24663,2.7971,3.30157,3.06343,3.27875,3.74005,1.20161,6.51806,7.5791,0.90784,3.9959,6.62127,0.66147,1.69679,9.44709,1.05448,7.15041,6.88488,7.29675,7.28707
"1419333_at",10.2465,52.0208,40.0902,26.0873,42.8586,34.4116,34.0102,22.3185,46.8438,43.9647,58.2749,54.5823,44.2199,39.4947,48.9638,25.3355,22.3706,34.422,51.858,48.1307
"1419334_at",4.09432,2.36996,11.0654,10.4288,13.4746,24.4555,18.0689,18.1693,0.481841,10.8627,26.414,15.2531,8.62015,13.741,36.5745,10.0181,10.4394,11.6683,15.8781,10.2459
"1419335_at",8.10877,10.5979,9.03636,9.31224,14.5197,18.1151,9.36901,4.79906,9.52891,8.90765,6.6768,7.79622,15.9235,10.4354,17.1404,6.50045,5.48812,4.20373,9.03967,8.03982
"1419336_at",1.11757,1.81775,1.85534,1.94596,1.73181,10.9814,0.63856,2.07681,0.586192,4.64869,7.7946,4.74138,2.02162,2.91041,10.9659,1.11214,1.20904,8.84025,13.2465,0.888335
"1419337_at",13.166,7.50948,11.5822,24.715,19.1307,14.8215,26.5386,15.8759,32.3485,22.7915,17.1551,39.383,31.1785,29.5628,22.7724,17.1277,8.68887,23.2403,15.8075,19.1325
"1419338_at",6.66185,7.86589,1.75117,6.23283,2.14251,0.283341,7.91365,5.82257,1.28211,0.467559,0.250981,2.24229,1.20098,0.356357,8.81838,0.426675,1.1057,4.02075,0.605209,1.09777
"1419339_at",7.69058,5.23968,1.21783,0.798788,2.14231,13.7105,26.0335,23.0043,16.2499,14.6982,14.6043,34.7085,20.6788,34.9097,19.9155,5.97708,8.6486,16.3082,14.0533,24.7437
"1419340_at",7.20989,0.940095,3.93385,8.74119,2.58773,3.37166,3.45368,1.68236,1.40767,2.40815,16.7703,11.2756,15.0258,6.77885,3.15324,7.55697,1.96581,3.10191,11.3059,20.6632
"1419341_at",26.2792,13.8106,24.3722,5.65067,16.5132,18.4057,22.694,1.61902,20.0196,29.0823,12.2357,18.4389,26.1825,19.699,15.5367,16.6868,16.9983,7.066,7.27997,23.0895
"1419342_at",22.5981,19.7301,12.7956,17.642,22.0922,21.8637,14.6923,35.3104,25.0417,16.1291,22.0244,23.4826,25.6308,36.4143,18.7088,19.1888,9.04856,18.8895,15.7245,10.09
"1419343_at",10.3183,0.290705,0.861531,2.13869,0.546121,6.50352,0.647074,5.03388,1.8835,4.18771,8.56839,5.73112,3.39383,6.37012,0.772959,6.41995,6.49257,6.77428,5.08047,5.05221
"1419344_at",14.6413,9.32797,12.8313,13.6259,9.63828,14.4184,13.9173,10.8562,20.2373,10.6816,22.6695,12.9771,16.4712,19.7963,18.177,9.13603,10.3785,8.72159,11.7933,13.9073
"1419345_at",0.33336,2.03826,4.86237,0.822124,1.19975,0.727042,7.72722,2.57035,7.33465,0.850234,0.407582,1.58075,2.25347,7.28478,6.59048,0.640413,0.693048,3.59616,0.438068,5.54182
"1419346_a_at",0.370736,0.713995,0.733116,0.361706,0.294412,0.522676,0.693496,0.433107,0.886874,0.483164,0.523594,0.904484,1.13154,0.921144,1.71975,0.24192,0.17657,0.331903,0.828695,0.538128
"1419347_x_at",0.176704,0.525876,0.560341,1.09589,0.390157,1.55098,0.255953,2.01176,0.733695,1.44652,1.5409,1.87043,2.7989,6.8284,4.68135,0.407018,1.48672,0.241299,0.716994,0.436869
"1419348_at",8.10612,1.25963,10.0012,6.21577,0.827498,11.7573,10.1647,3.6144,6.30281,4.22394,0.937271,1.57607,13.4322,1.51828,7.97487,5.23466,7.15931,4.98547,5.73811,0.465173
"1419349_a_at",9308.04,9340.72,8806.49,8178.16,9071.46,8063.51,7647.51,7897.97,8284.42,8251.06,7948.41,7704.45,9092.08,7282.68,8181.26,7581.06,7161.93,7902.23,7773.24,6395.26
"1419350_at",111.283,201.958,140.292,79.426,189.283,133.224,150.457,86.5354,125.983,163.918,201.873,143.515,161.707,124.377,167.609,110.968,99.2201,82.6612,89.2363,184.75
"1419351_a_at",78.1822,133.902,70.2333,68.9152,135.426,107.889,116.658,110.902,197.657,188.978,139.799,149.526,172.906,142.618,219.183,93.9433,109.879,96.6684,120.702,104.958
"1419352_at",137.177,170.277,119.989,119.46,293.509,222.883,226.309,243.479,308.752,404.387,248.368,255.007,240.083,272.782,303.278,206.628,226.228,209.64,223.125,223.898
"1419353_at",42.6055,59.2142,33.3403,29.0041,52.8897,48.3343,52.324,69.7734,60.8687,58.7219,62.4873,59.4063,71.0005,51.7277,53.5768,51.0822,53.0136,54.8753,56.9924,50.9724
"1419354_at",32.9093,36.805,42.3181,23.189,39.5049,74.2325,150.395,98.8725,118.445,87.9883,108.131,94.4682,76.6177,70.2661,76.9031,73.7504,73.3456,68.685,56.5792,105.244
"1419355_at",26.1095,36.5314,20.0992,19.0416,28.4569,53.8076,46.2223,50.6846,84.3442,39.5321,49.3189,49.0982,53.4633,55.6953,82.9676,54.4842,50.2409,37.5492,38.0547,27.8403
"1419356_at",38.6538,35.3559,25.4769,19.3223,42.8671,43.9926,51.1854,52.9382,64.5156,74.05,53.9496,66.1945,48.6008,69.6098,70.4122,38.762,38.2725,31.6558,41.9822,54.9005
"1419357_at",58.3812,72.0556,75.1605,49.4439,69.9508,91.0797,96.9821,80.8143,111.246,114.122,112.261,95.8582,127.992,104.274,111.467,72.5635,86.4892,89.8202,100.049,75.8544
"1419358_at",1.40908,1.30437,9.34544,7.34289,17.711,16.5169,5.69795,19.3033,4.89917,13.0636,9.55289,13.5569,1.71751,13.1488,9.50965,8.72324,6.14828,8.55505,5.92109,8.93247
"1419359_at",85.4695,85.2548,65.5882,38.2247,126.65,103.316,112.153,134.458,175.481,191.771,84.5938,94.6134,118.947,115.964,118.766,117.689,155.505,86.1186,89.7072,119.132
"1419360_a_at",510.558,564.006,436.048,380.517,718.125,577.157,660.998,579.458,715.015,749.123,666.295,603.974,675.59,700.084,791.544,551.442,520.661,494.841,564.729,725.248
"1419361_at",33.0246,49.7717,35.4919,34.8281,64.3022,73.8991,69.7505,95.3291,93.292,102.381,80.1909,54.376,78.99,104.052,70.29,68.8403,66.2664,62.1662,54.9,59.708
"1419362_at",30.0793,43.9753,19.8004,20.8722,34.4265,42.917,25.0622,40.2633,45.5998,56.988,34.0924,47.7414,53.2931,50.7667,48.9649,35.8101,29.2083,32.0199,49.6281,24.2523
"1419363_a_at",696.218,643.44,617.219,517.307,909.505,722.188,625.759,666.011,818.394,819.646,752.442,798.907,747.968,772.998,798.202,667.491,589.98,642.697,727.061,659.89
"1419364_a_at",4103.76,5323.82,4097.9,3813.85,5680.93,4352.08,5553.98,5000.14,6122.36,5987.26,5955.65,6009.38,5865.76,5910.09,6031.46,4398.96,4134.96,4605.42,4986.28,5121.94
"1419365_at",2157,2283.08,1694.18,1823.84,3673.39,938.168,1376.83,920.522,1819.43,1473.49,1234.11,1304.8,942.901,1372.02,1240.52,816.326,1114.14,1148.51,1015.51,1678.61
"1419366_at",45.1997,32.4682,26.99,37.2695,33.4466,38.5847,34.5237,42.9992,57.3321,52.0339,42.0885,50.3432,67.5871,48.2179,44.4555,48.226,38.6323,44.4902,54.2257,47.4926
"1419367_at",3983.01,4692.2,3876.02,3703.67,4821.32,2513.24,3320.07,3031.73,3520.4,3525.65,2981.22,3182.29,3461,3149.15,3304.54,2952.35,3074.1,3154.12,3161.79,3356.35
"1419368_a_at",28.5281,36.2857,9.96946,19.0156,25.4027,36.4399,46.8342,36.6859,65.1362,58.6248,43.6366,34.5778,60.6057,41.133,48.9669,30.894,32.421,23.595,35.1747,28.0282
"1419369_at",50.4873,81.0011,56.8824,63.5313,69.7443,80.2102,80.6359,83.0411,84.7154,94.9097,91.8348,88.0078,111.715,87.0331,89.6061,82.0239,70.6599,60.0192,78.1427,75.9548
"1419370_a_at",148.676,176.077,140.108,133.572,185.955,173.644,233.601,199.255,320.159,322.786,268.636,213.043,234.431,231.375,348.813,207.17,169.91,192.023,195.538,227.8
"1419371_s_at",369.187,536.85,423.564,264.345,509.706,491.536,529.245,449.608,605.803,536.605,620.743,574.256,562.727,552.537,571.576,424.668,411.641,385.234,482.735,492.211
"1419372_at",93.8602,117.024,109.145,76.3476,113.919,69.6033,75.6691,71.5807,91.9354,77.9054,120.915,92.2317,116.78,84.512,101.144,54.8915,64.182,84.914,83.1425,84.1864
"1419373_at",4.93595,6.56369,0.456264,7.1834,8.41652,7.18893,5.93052,2.20422,10.7754,1.54173,7.24622,20.8207,7.83359,15.8698,4.80541,10.1778,1.76709,11.0662,11.5915,7.91682
"1419374_at",91.6833,110.313,79.3281,75.9076,125.224,124.845,137.097,124.359,132.79,149.811,141.744,163.766,152.953,141.292,149.428,110.994,103.14,120.666,147.014,149.591
"1419375_at",138.505,151.358,119.155,99.1047,169.47,143.079,191.111,189.092,187.88,184.102,171.549,178.18,189.639,182.083,171.499,151.526,144.424,146.291,177.604,168.358
"1419376_at",18.3303,28.773,22.9855,27.9867,22.0253,29.2944,25.26,18.7241,44.3815,39.0669,31.4645,31.0332,41.3083,2.98518,34.7338,30.8318,21.8512,17.878,36.071,16.8121
"1419377_at",29.6142,37.1514,30.8948,19.8953,31.031,17.6719,36.5261,31.9403,38.9859,26.1845,43.8498,34.4725,43.1957,45.6869,42.4222,22.4083,24.2424,19.6812,41.7432,29.7112
"1419378_a_at",1.24947,0.771799,4.70966,5.78631,1.58527,4.8721,4.88362,10.1201,5.42464,9.81265,0.345922,3.05456,10.3138,2.47695,9.27463,10.8425,3.26344,10.6155,9.68744,0.307345
"1419379_x_at",3.34215,3.05984,3.93714,2.75639,4.31912,3.326,3.42364,3.71162,3.79517,13.9566,4.8814,4.59944,3.75545,3.25673,12.1545,9.12275,6.78333,3.49577,16.2562,1.33231
"1419380_at",2.64203,0.719062,5.22306,1.29305,9.22201,1.16398,0.981566,2.95933,1.74865,6.23209,3.44648,6.55097,0.624132,2.91698,13.9934,2.61788,1.18972,2.69738,7.0822,10.1852
"1419381_at",29.3002,34.2896,34.4752,20.5959,52.9544,35.427,55.2763,34.7278,66.5387,60.8172,62.8376,52.3132,74.3173,49.7133,71.2253,43.45,38.3834,37.6437,44.5891,38.043
"1419382_a_at",666.898,1106.42,904.568,871.49,1449.71,1318.34,1402.52,1426,1837.35,1904.92,1453.63,1517.57,1514.41,1604.29,1591.2,1150.71,1187.54,1307.02,1462.72,1174.27
"1419383_at",1.41212,4.07174,1.26602,1.46912,1.31849,2.9046,2.47578,3.84017,1.49425,2.53087,1.6658,1.84149,1.2659,3.1625,1.5456,1.25758,1.46526,1.19773,19.1947,1.26587
"1419384_at",45.4524,88.0537,65.5885,43.2447,73.7944,56.0302,47.8295,68.4395,54.9984,91.0717,74.3107,97.9398,108.289,91.68,86.8287,73.9854,60.6179,49.0491,64.4039,61.6504
"1419385_a_at",79.5097,99.84,78.6723,104.994,149.704,96.2113,170.606,134.465,193.841,212.77,151.248,168.981,182.247,151.49,199.579,121.82,121.716,140.842,144.676,130.865
"1419386_at",2.58069,9.71324,1.45969,6.66432,1.97611,2.5501,1.3636,3.95499,3.36752,8.97937,8.82683,10.4602,1.90991,8.42124,1.12005,7.09423,0.952034,2.58206,10.2935,1.10012
"1419387_s_at",2.2093,9.59677,13.6338,3.13934,12.2008,3.79688,4.4944,9.12354,3.98331,5.3743,14.0782,6.39791,25.3032,4.38794,16.2247,6.02103,1.7731,10.2003,29.348,7.42165
"1419388_at",5.42548,4.3097,2.42636,0.876429,1.01931,3.83399,12.4568,1.95476,5.52588,4.71942,4.46474,2.2849,17.1037,10.1529,11.5094,5.48338,3.98146,0.675165,12.7903,5.6213
"1419389_at",4.65269,4.34388,6.1304,9.08876,2.08805,21.453,18.5753,3.136,12.2348,25.64,15.4511,18.8221,5.81543,4.07144,8.96124,2.58975,10.6902,5.97832,8.63738,5.03468
"1419390_at",1.37314,11.291,5.11799,1.50431,1.71111,1.24762,2.74859,2.96991,12.3151,3.30074,8.46361,9.81383,7.61778,1.69817,1.5375,1.50755,1.75661,2.25959,3.06501,8.75549
"1419391_at",7.07842,3.49728,1.51827,8.16791,7.76009,6.75395,2.56451,1.92785,3.61804,14.8987,15.2617,1.51455,11.173,17.6382,10.1214,2.32165,1.0825,8.07857,6.96819,2.16733
"1419392_at",3.39351,11.4831,4.32214,9.55317,8.79903,1.51044,7.80305,9.48459,12.7955,9.0512,22.8698,13.9617,13.8189,10.9943,7.30518,16.211,14.4421,9.76518,13.5618,12.1716
"1419393_at",507.724,1064.72,862.224,773.922,700.291,2590.89,2132.09,3060.74,2249.89,2458.14,2569.04,2269.71,3432.72,2154.27,2737.17,2853.1,2218.11,2074.38,3160.45,1612.77
"1419394_s_at",81.0009,51.7095,220.036,40.0718,239.907,37.6791,443.014,58.513,458.819,102.866,461.416,454.731,195.884,915.409,207.189,109.906,36.413,104.25,109.824,191.435
"1419395_at",704.866,1057.91,706.512,782.085,1100.66,582.467,707.741,638.655,1002.44,991.144,1012.8,930.178,1112.73,745.862,894.554,694.074,739.492,763.315,848.949,688.898
"1419396_at",38.0238,45.1267,35.2914,33.3735,73.1482,54.5081,50.0206,32.2638,47.7663,40.6592,50.3516,56.7601,72.8764,72.7443,50.4126,45.6214,29.9679,30.7395,17.4922,40.76
